=====================================================================================
LISTA DE MEDICAMENTOS CONTROLADOS - ORDEM ALFABÉTICA (sem considerar acentos)
Fonte: RDC 999/2025 e IN 360/2025
=====================================================================================

Total de medicamentos: 610

491. Propofol                                           | C1 - Outras Substâncias de Controle Especial
492. protionamida                                       | Antimicrobianos
493. Protipendil                                        | C1 - Outras Substâncias de Controle Especial
494. Protriptilina                                      | C1 - Outras Substâncias de Controle Especial
495. Proximetacaina                                     | C1 - Outras Substâncias de Controle Especial
496. Quetiapina                                         | C1 - Outras Substâncias de Controle Especial
497. Racemetorfano                                      | A1 - Entorpecentes
498. Racemoramida                                       | A1 - Entorpecentes
499. Racemorfano                                        | A1 - Entorpecentes
500. Ramelteona                                         | C1 - Outras Substâncias de Controle Especial
501. Rasagilina                                         | C1 - Outras Substâncias de Controle Especial
502. Reboxetina                                         | C1 - Outras Substâncias de Controle Especial
503. Remifentanila                                      | A1 - Entorpecentes
504. Remimazolam                                        | B1 - Psicotrópicos
505. retapamulina                                       | Antimicrobianos
506. Ribavirina                                         | C1 - Outras Substâncias de Controle Especial
507. rifabutina                                         | Antimicrobianos
508. rifamicina                                         | Antimicrobianos
509. rifampicina                                        | Antimicrobianos
510. rifapentina                                        | Antimicrobianos
511. Rimonabanto                                        | C1 - Outras Substâncias de Controle Especial
512. Risperidona                                        | C1 - Outras Substâncias de Controle Especial
513. Rivastigmina                                       | C1 - Outras Substâncias de Controle Especial
514. Rofecoxibe                                         | C1 - Outras Substâncias de Controle Especial
515. Ropinirol                                          | C1 - Outras Substâncias de Controle Especial
516. rosoxacina                                         | Antimicrobianos
517. Rotigotina                                         | C1 - Outras Substâncias de Controle Especial
518. roxitromicina                                      | Antimicrobianos
519. Rufinamida                                         | C1 - Outras Substâncias de Controle Especial
520. Secbutabarbital                                    | B1 - Psicotrópicos
521. Secobarbital                                       | B1 - Psicotrópicos
522. Selegilina                                         | C1 - Outras Substâncias de Controle Especial
523. semaglutida                                        | Agonistas GLP-1
524. Sertralina                                         | C1 - Outras Substâncias de Controle Especial
525. Sevoflurano                                        | C1 - Outras Substâncias de Controle Especial
526. Sibutramina                                        | B2 - Anorexígenos
527. Somapacitana                                       | C5 - Anabolizantes
528. Somatrogona                                        | C5 - Anabolizantes
529. Somatropina                                        | C5 - Anabolizantes
530. Sufentanila                                        | A1 - Entorpecentes
531. sulbactam                                          | Antimicrobianos
532. sulfacetamida                                      | Antimicrobianos
533. sulfadiazina                                       | Antimicrobianos
534. sulfadoxina                                        | Antimicrobianos
535. sulfaguanidina                                     | Antimicrobianos
536. sulfamerazina                                      | Antimicrobianos
537. sulfametizol                                       | Antimicrobianos
538. sulfametoxazol                                     | Antimicrobianos
539. sulfametoxipiridazina                              | Antimicrobianos
540. sulfametoxipirimidina                              | Antimicrobianos
541. sulfanilamida                                      | Antimicrobianos
542. sulfatiazol                                        | Antimicrobianos
543. Sulpirida                                          | C1 - Outras Substâncias de Controle Especial
544. sultamicilina                                      | Antimicrobianos
545. Sultoprida                                         | C1 - Outras Substâncias de Controle Especial
546. Tacrina                                            | C1 - Outras Substâncias de Controle Especial
547. Tanfetamina                                        | A3 - Substâncias Psicotrópicas
548. Tapentadol                                         | A1 - Entorpecentes
549. tazobactam                                         | Antimicrobianos
550. Tebacona                                           | A1 - Entorpecentes
551. Tebaína                                            | A1 - Entorpecentes
552. tedizolida                                         | Antimicrobianos
553. teicoplanina                                       | Antimicrobianos
554. telitromicina                                      | Antimicrobianos
555. Temazepam                                          | B1 - Psicotrópicos
556. Teriflunomida                                      | C1 - Outras Substâncias de Controle Especial
557. Testosterona                                       | C5 - Anabolizantes
558. Tetrabenazina                                      | C1 - Outras Substâncias de Controle Especial
559. Tetracaína                                         | C1 - Outras Substâncias de Controle Especial
560. tetraciclina                                       | Antimicrobianos
561. Tetrazepam                                         | B1 - Psicotrópicos
562. Tiagabina                                          | C1 - Outras Substâncias de Controle Especial
563. Tiamilal                                           | B1 - Psicotrópicos
564. Tianeptina                                         | C1 - Outras Substâncias de Controle Especial
565. tianfenicol                                        | Antimicrobianos
566. Tiaprida                                           | C1 - Outras Substâncias de Controle Especial
567. ticarcilina                                        | Antimicrobianos
568. tigeciclina                                        | Antimicrobianos
569. Tilidina                                           | A1 - Entorpecentes
570. Tiopental                                          | B1 - Psicotrópicos
571. Tioproperazina                                     | C1 - Outras Substâncias de Controle Especial
572. Tioridazina                                        | C1 - Outras Substâncias de Controle Especial
573. Tiotixeno                                          | C1 - Outras Substâncias de Controle Especial
574. tirotricina                                        | Antimicrobianos
575. tirzepatida                                        | Agonistas GLP-1
576. tobramicina                                        | Antimicrobianos
577. Tolcapona                                          | C1 - Outras Substâncias de Controle Especial
578. Topiramato                                         | C1 - Outras Substâncias de Controle Especial
579. Tramadol                                           | A2 - Entorpecentes de Uso Especial
580. Tranilcipromina                                    | C1 - Outras Substâncias de Controle Especial
581. Trazodona                                          | C1 - Outras Substâncias de Controle Especial
582. Trembolona                                         | C5 - Anabolizantes
583. Tretinoína                                         | C2 - Retinóicos
584. Triazolam                                          | B1 - Psicotrópicos
585. Triclofós                                          | C1 - Outras Substâncias de Controle Especial
586. Tricloroetileno                                    | B1 - Psicotrópicos
587. Triexifenidil                                      | B1 - Psicotrópicos
588. Trifluoperazina                                    | C1 - Outras Substâncias de Controle Especial
589. Trifluperidol                                      | C1 - Outras Substâncias de Controle Especial
590. Trimeperidina                                      | A1 - Entorpecentes
591. trimetoprima                                       | Antimicrobianos
592. Trimipramina                                       | C1 - Outras Substâncias de Controle Especial
593. Troglitazona                                       | C1 - Outras Substâncias de Controle Especial
594. trovafloxacina                                     | Antimicrobianos
595. Valdecoxibe                                        | C1 - Outras Substâncias de Controle Especial
596. Valproato sódico                                   | C1 - Outras Substâncias de Controle Especial
597. vancomicina                                        | Antimicrobianos
598. Venlafaxina                                        | C1 - Outras Substâncias de Controle Especial
599. Veraliprida                                        | C1 - Outras Substâncias de Controle Especial
600. Vigabatrina                                        | C1 - Outras Substâncias de Controle Especial
601. Vilazodona                                         | C1 - Outras Substâncias de Controle Especial
602. Viminol                                            | A1 - Entorpecentes
603. Vinilbital                                         | B1 - Psicotrópicos
604. Vortioxetina                                       | C1 - Outras Substâncias de Controle Especial
605. Zaleplona                                          | B1 - Psicotrópicos
606. Ziprasidona                                        | C1 - Outras Substâncias de Controle Especial
607. Zolpidem                                           | B1 - Psicotrópicos
608. Zopiclona                                          | B1 - Psicotrópicos
609. Zotepina                                           | C1 - Outras Substâncias de Controle Especial
610. Zuclopentixol                                      | C1 - Outras Substâncias de Controle Especial
